rating,genres,description,title,imdb_id,director,length,number_of_rating,year,img,weighted_rating
4.4,Comedy,"Hong Kong sex comedy The Gigolo returns with a darker and even more salacious sequel, again starring...",Aap wong 2,/title/tt5474114/,Kwok-Man Keung,97 mins.,73,2016,"http://ia.media-imdb.com/images/M/MV5BOGNjMDc1ZTUtMGM1Mi00MzZjLWEyMzctZGRhOGFiZmViYjhhXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UY268_CR4,0,182,268_AL_.jpg",3.3069
5.4,"Drama,Western","Brothers, Sean and Tommy Donnelly live and work in modern day Texas. Tommy has always been troubled...",Lawless Range,/title/tt3060390/,Sean McGinly,85 mins.,135,2016,"http://ia.media-imdb.com/images/M/MV5BMTU4NDYxMzgxOF5BMl5BanBnXkFtZTgwNTk4OTM2NzE@._V1_UY268_CR9,0,182,268_AL_.jpg",3.3059
3,Comedy,Two friends and their sweet and endearing misadventures and one of these misadventures sees them land in the middle of a kidnapping investigation.,Santa Banta Pvt Ltd,/title/tt2909396/,Akashdeep,112 mins.,46,2016,"http://ia.media-imdb.com/images/M/MV5BY2JlNDdiNGEtYjZhZi00NDBmLWI4NGQtNzBlZWE4MDIyZDMyXkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_UY268_CR2,0,182,268_AL_.jpg",3.3047
6.6,"Comedy,Mystery",A Hollywood fixer in the 1950s works to keep the studio's stars in line.,"Hail, Caesar!",/title/tt0475290/,Ethan Coen,106 mins.,"35,027",2016,"http://ia.media-imdb.com/images/M/MV5BMjQyODc3MTI2NF5BMl5BanBnXkFtZTgwNDMxMjU2NzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.30245
4.7,"Action,Adventure,Sci-Fi,Thriller",The Russians scrap a dangerous scientific project designed to change the course of history. A manhunt ensues after they unsuccessfully attempt to exterminate all the scientists involved in the top secret project.,Project 12: The Bunker,/title/tt3157640/,Jaime Falero,97 mins.,90,2016,"http://ia.media-imdb.com/images/M/MV5BMjZiNTRkMGEtNTk1ZS00NzU3LTgyMzQtMzdlZDcwYzMzZTZlXkEyXkFqcGdeQXVyMjU5NzQyMw@@._V1_UY268_CR3,0,182,268_AL_.jpg",3.30205
6.4,Comedy,"Eight year old Anthony is somewhat uneasy about spending the weekend with his alcoholic, down-on-his-luck...",The Confirmation,/title/tt4210080/,Bob Nelson,90 mins.,878,2016,"http://ia.media-imdb.com/images/M/MV5BNzI3OTY5NDU0NV5BMl5BanBnXkFtZTgwNjY2NDA5NzE@._V1_UY268_CR4,0,182,268_AL_.jpg",3.29995
5,Sci-Fi,"Nowhere Boys: The Book of Shadows picks up a year after the boys crossed dimensions, discovered magic and battled the restoring demon...",Nowhere Boys: The Book of Shadows,/title/tt4836736/,David Caesar,,110,2016,"http://ia.media-imdb.com/images/M/MV5BMTAxMjk4NTUyNjheQTJeQWpwZ15BbWU4MDY4NjE2Mjcx._V1_UY268_CR4,0,182,268_AL_.jpg",3.29975
3.7,Horror,Onus meets the Texas Chainsaw Massacre in a twisted game of kill or be killed.,The Blood Harvest,/title/tt4048964/,George Clarke,90 mins.,61,2016,"http://ia.media-imdb.com/images/M/MV5BOTY0MDkzMjMyNF5BMl5BanBnXkFtZTgwMzIzMTE4NzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.2993
4.8,"Comedy,Family","With their parents preoccupied with their new careers, a young girl and her brother befriend a talking monkey who is struggling to be taken seriously as an actor.",Monkey Up,/title/tt4820278/,Robert Vince,83 mins.,100,2016,"http://ia.media-imdb.com/images/M/MV5BMjAwNzIxOTMxMF5BMl5BanBnXkFtZTgwNjUzMjkzNzE@._V1_UY268_CR22,0,182,268_AL_.jpg",3.2979
5,"Drama,Family",Life changed for Alejandro Reis - Alex - in just a few brief moments when he discovers that he is not an American citizen...,Foreign Land,/title/tt2915134/,Rafi Girgis,95 mins.,114,2016,"http://ia.media-imdb.com/images/M/MV5BMzM4ODM5OTQ4NF5BMl5BanBnXkFtZTcwMjEzMjQ1OQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",3.29685
4.8,"Biography,Drama,History,Romance",A film about the black-and-white era actress Lída Baarová and her doomed love affair.,Devil's Mistress,/title/tt4240406/,Filip Renc,106 mins.,102,2016,"http://ia.media-imdb.com/images/M/MV5BM2ZlMjM5M2QtNDRhNy00ODlkLThhNTQtYWZlNWY3M2U3ODA1XkEyXkFqcGdeQXVyMjIxMzMyMQ@@._V1_UY268_CR6,0,182,268_AL_.jpg",3.2963
5.8,"Comedy,Romance","Contemporary Moscow. Nikita and Afina are the perfect couple: young, smart, attractive, and in love. Well, perfect, that is, until Afina suddenly leaves Nikita for a 40-year-old dentist. How will Nikita win her back?",Status: Svoboden,/title/tt5352802/,Pavel Ruminov,,231,2016,"http://ia.media-imdb.com/images/M/MV5BMTE2Y2U1ZjEtZGY1MC00ODY3LTk0OTUtZDNkODdmNTYwOTU5XkEyXkFqcGdeQXVyNjMwOTA1MDM@._V1_UY268_CR3,0,182,268_AL_.jpg",3.2962
5.1,Thriller,"When ambitious young, 21-year old psych student Molly White wakes up to discover her roommate Emma has committed suicide...",Suicide Note,/title/tt3954288/,Jake Helgren,,124,2016,"http://ia.media-imdb.com/images/M/MV5BNjY3MTg4ODgwOF5BMl5BanBnXkFtZTgwMDAzOTYzNzE@._V1_UY268_CR0,0,182,268_AL_.jpg",3.2953
5.8,Comedy,"Yuri Pelagatti (Albanese) wants the evidence of infidelity of his ex-wife and assumes Arturo Merlino (Verdone) believing him a super detective. The two, accidentally, come into possession of a mysterious case filled up with money.",L'abbiamo fatta grossa,/title/tt4778106/,Carlo Verdone,,234,2016,"http://ia.media-imdb.com/images/M/MV5BYTUxMjAxYTgtOWQ0NS00MDk5LTlmZjItZDMyOTIwMGY0NmRlXkEyXkFqcGdeQXVyMjk4NTE0Nw@@._V1_UY268_CR1,0,182,268_AL_.jpg",3.29525
6.5,Drama,A young girl suffering from a rare digestive disorder finds herself miraculously cured after surviving a terrible accident.,Miracles from Heaven,/title/tt4257926/,Patricia Riggen,109 mins.,"2,373",2016,"http://ia.media-imdb.com/images/M/MV5BMjkyOTI5NzgxMl5BMl5BanBnXkFtZTgwNjg4MzQzNzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.29085
4.4,Comedy,"A young man whose constant yawning leaves him out of work gets a gangster arrested by accident. Now, the latter is out to get his revenge.",Pokkiri Raja,/title/tt5495258/,Ramprakash Rayappa,139 mins.,89,2016,"http://ia.media-imdb.com/images/M/MV5BZWQ3NjA1ZDgtNTU1YS00YTM5LWFiOTYtZGY5OTc0ZjY5MjRkXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UY268_CR43,0,182,268_AL_.jpg",3.29065
4.4,Horror,"A nonstop supernatural thriller that explores the dark side of underground filmmaking. Gina Sklar, the reigning queen of horror...",She Wolf Rising,/title/tt1461395/,Marc Leland,91 mins.,90,2016,"http://ia.media-imdb.com/images/M/MV5BMTY2NDI5MjA1MV5BMl5BanBnXkFtZTgwMDE4NTY0NjE@._V1_UY268_CR13,0,182,268_AL_.jpg",3.28965
5.3,"Drama,Mystery,Thriller","Following a mysterious suicide at Niagara Falls, a low-rent detective unravels a conspiracy to build a revolutionary invention by enigmatic scientist, Nikola Tesla.",The American Side,/title/tt3093286/,Jenna Ricker,90 mins.,164,2016,"http://ia.media-imdb.com/images/M/MV5BOWQwZTA4OTctYTMwNy00ZDYxLTljZjYtN2U2NTQyYzU3ZDIzXkEyXkFqcGdeQXVyMjYwOTk0OTM@._V1_UY268_CR7,0,182,268_AL_.jpg",3.2838
5.5,"Animation,Adventure,Comedy","On a tiny exotic island, Tuesday, an outgoing parrot lives with his quirky animal friends in paradise...",The Wild Life,/title/tt4731008/,Vincent Kesteloot,90 mins.,197,2016,"http://ia.media-imdb.com/images/M/MV5BMTkwMzgxNDc2MV5BMl5BanBnXkFtZTgwMDI2NDQ0NzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.28275
4,Thriller,Two filmmakers searching for the perfect documentary subject stumble across a story that even they don't want to believe.,Slender,/title/tt3317158/,Joel Petrie,90 mins.,83,2016,"http://ia.media-imdb.com/images/M/MV5BNDgyODQ2MzU5N15BMl5BanBnXkFtZTgwNDEzMzYxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.28135
6.5,"Action,Crime,Drama,Mystery,Sci-Fi,Thriller","In a last-ditch effort to stop a diabolical plot, a dead CIA operative's memories, secrets, and skills are implanted into a death-row inmate in hopes that he will complete the operative's mission.",Criminal,/title/tt3014866/,Ariel Vromen,113 mins.,"3,801",2016,"http://ia.media-imdb.com/images/M/MV5BMTg0ODc4Mzk2OF5BMl5BanBnXkFtZTgwNDk2MDkyODE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.2787
3.9,"Horror,Thriller","Wounded by a recent divorce and haunted by a tragic event in his childhood, Eddie returns to his hometown...",The Conduit,/title/tt2469200/,Sixto Melendez,101 mins.,83,2016,"http://ia.media-imdb.com/images/M/MV5BMTk3MTI5OTk4MV5BMl5BanBnXkFtZTgwODMyOTQzNzE@._V1_UY268_CR4,0,182,268_AL_.jpg",3.27755
5.8,"Action,Drama","The film is about a man called Sannasi, who heads Thara Thappattai, a Karagattam troupe. Tharai Thappattai exposes how this art is slowly dying, and why we are all the worse for it.",Tharai Thappattai,/title/tt5340516/,Bala,,299,2016,"http://ia.media-imdb.com/images/M/MV5BNmYzZDYwZDItMTI0YS00ODYwLTkzNjMtZTljNWFlYTJjN2ZlXkEyXkFqcGdeQXVyMjMwODI3NDE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.27545
4.9,Thriller,"When Anna has a difficult time getting close to people, her sister creates a dating profile for her online. Anna starts to message a handsome man until she starts getting disturbing messages that a match is close by.",Wrong Swipe,/title/tt4614654/,Matthew Leutwyler,,136,2016,"http://ia.media-imdb.com/images/M/MV5BNjE3NzM3NzI3NV5BMl5BanBnXkFtZTgwNTkyNzMwODE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.27545
6.3,"Comedy,Drama",A failed American businessman looks to recoup his losses by traveling to Saudi Arabia and selling his idea to a wealthy monarch.,A Hologram for the King,/title/tt2980210/,Tom Tykwer,98 mins.,935,2016,"http://ia.media-imdb.com/images/M/MV5BMTU2MzU1NTg4NV5BMl5BanBnXkFtZTgwNzQ5MjAzODE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.27285
5,Romance,"Brasserie Valentine is a stylish, funny film about love. About first dates, falling in love and love anniversaries. About love under pressure of daily grind and distrust. And lovingly prepared food. All in one evening on Valentine's Day.",Brasserie Valentine,/title/tt4463762/,Sanne Vogel,,151,2016,"http://ia.media-imdb.com/images/M/MV5BMjAwMjYwODMxMV5BMl5BanBnXkFtZTgwOTM5NjI0NzE@._V1_UY268_CR3,0,182,268_AL_.jpg",3.27125
6.5,"Action,Adventure,Drama,Mystery","In 33 AD, a Roman Tribune in Judea is tasked to find the missing body of an executed Jew rumored to have risen from the dead.",Risen,/title/tt3231054/,Kevin Reynolds,107 mins.,"5,940",2016,"http://ia.media-imdb.com/images/M/MV5BMTAzNjQ1Mzk2MjNeQTJeQWpwZ15BbWU4MDU0MDk1Mjcx._V1_UX182_CR0,0,182,268_AL_.jpg",3.26985
6.2,Comedy,"Having weathered marriage pressures from family and friends in the first movie of the series, Efsun is now with the man of her dreams...",Kocan Kadar Konus Dirilis,/title/tt4994718/,Kivanc Baruonu,108 mins.,732,2016,"http://ia.media-imdb.com/images/M/MV5BNzI2OTY4NTkxNF5BMl5BanBnXkFtZTgwODk0ODUzNzE@._V1_UY268_CR3,0,182,268_AL_.jpg",3.2661
4.3,Thriller,"When a film student and her two friends go to Kern County to shoot a documentary, they stumble upon a mysterious family and learn why Pandora's box should never have been opened.",Cassidy Way,/title/tt3294664/,Harvey Lowry,,110,2016,"http://ia.media-imdb.com/images/M/MV5BMTAzOTczMTc4NTZeQTJeQWpwZ15BbWU4MDk3MTg0MDQx._V1_UX182_CR0,0,182,268_AL_.jpg",3.26505
6.4,Comedy,"Checco is born on the privileged side of life in an Italian small town, with a guaranteed job as a public servant. When a new reformist government vows to cut down on bureaucracy, Checco is forced to accept worsening conditions.",Quo vado?,/title/tt5290524/,Gennaro Nunziante,86 mins.,"2,187",2016,"http://ia.media-imdb.com/images/M/MV5BODZlNzk3MzUtNzM5Yy00NjgzLWE3YWYtY2M0YTAxNjJjNjUyXkEyXkFqcGdeQXVyMjkyNDEzNzg@._V1_UY268_CR3,0,182,268_AL_.jpg",3.2589
4.8,Comedy,A couple of friends decide to have a party in Amsterdam but things get a little bit out of hand. This is the Dutch version of Project X.,Fissa,/title/tt4869974/,Bobby Boermans,102 mins.,151,2016,"http://ia.media-imdb.com/images/M/MV5BMTQ4NTE3MzczOF5BMl5BanBnXkFtZTgwOTE4NDY3NzE@._V1_UY268_CR3,0,182,268_AL_.jpg",3.25815
6.3,"Animation,Action,Adventure,Comedy,Sci-Fi","When the galaxy comes under the threat of a nefarious space captain, a mechanic and his newfound robot ally join an elite squad of combatants to save the universe.",Ratchet & Clank,/title/tt2865120/,Kevin Munroe,94 mins.,"1,248",2016,"http://ia.media-imdb.com/images/M/MV5BNDMxMjkzOTEzOV5BMl5BanBnXkFtZTgwNDExNjk5NzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.25575
3.9,Thriller,"A haunting account of a tormented man who continually re-admits himself into a medical facility, in a futile attempt to escape from his pending madness. Based on Edgar Allan Poe's, The Tell-Tale Heart.",The Tell-Tale Heart,/title/tt2087989/,John La Tier,81 mins.,102,2016,"http://ia.media-imdb.com/images/M/MV5BMTQyMzY5Mjc1MV5BMl5BanBnXkFtZTgwMDY3MDc1MTE@._V1_UY268_CR4,0,182,268_AL_.jpg",3.25465
5.9,"Drama,Romance","Focused on the relationship between an astronomer and his lover, who spend their years apart.",La corrispondenza,/title/tt3530978/,Giuseppe Tornatore,116 mins.,444,2016,"http://ia.media-imdb.com/images/M/MV5BYzQ0ZWQ4MTgtYzc4Ni00OTkxLTlmZmYtNDcwMDg0MTYyMjc1XkEyXkFqcGdeQXVyNDc4MjI1MjE@._V1_UY268_CR3,0,182,268_AL_.jpg",3.25315
5.7,Romance,A girl gets through a break up with her and her fiance when she knows that hes cheating on her. A young passionate man helps her and they fall in love but there is some conditions that keeps them from being together.,Her Sey Asktan,/title/tt5295838/,Andac Haznedaroglu,,344,2016,"http://ia.media-imdb.com/images/M/MV5BMjQzMzY2MjM0NF5BMl5BanBnXkFtZTgwMzMzNTQ3NzE@._V1_UY268_CR2,0,182,268_AL_.jpg",3.2501
5.6,Comedy,"Pía (Paz Bascuñán) is on the verge of a nervous breakdown: Her boss humiliates her, her husband ignores her...",No Filter,/title/tt4843012/,Nicolás López,100 mins.,309,2016,"http://ia.media-imdb.com/images/M/MV5BMjEzNzUyNzUyN15BMl5BanBnXkFtZTgwMTQzNjIzNzE@._V1_UY268_CR3,0,182,268_AL_.jpg",3.249
4.3,"Action,Crime,Drama","When Jimmy finds a mysterious package in the trunk of his latest boost, he is thrust into a violent underworld of criminals, and a race against the clock to save a little girl's life.",Boost,/title/tt3263096/,Nathan Gabaeff,95 mins.,127,2016,"http://ia.media-imdb.com/images/M/MV5BMTExMzUxNTc4MTVeQTJeQWpwZ15BbWU4MDI0MzM2MzUx._V1_UX182_CR0,0,182,268_AL_.jpg",3.24825
6.4,"Adventure,Comedy",A fateful meeting with a mysterious stranger inspires Pee-wee Herman to take his first-ever holiday in this epic story of friendship and destiny.,Pee-wee's Big Holiday,/title/tt0837156/,John Lee,90 mins.,"3,636",2016,"http://ia.media-imdb.com/images/M/MV5BMjIyODA1MzYyM15BMl5BanBnXkFtZTgwMjQxODYyODE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.2405
3.9,"Comedy,Romance",Eine anti-romantische Liebeskomödie über die Bindungsunfähigkeit unserer Generation.,Gut zu Vögeln,/title/tt4949254/,Mira Thiel,92 mins.,115,2016,"http://ia.media-imdb.com/images/M/MV5BMTg4MjJhZTItYTQzNi00NWYwLTg2YmEtNmEzMmM0ZDdiNjNiXkEyXkFqcGdeQXVyMzY2NzA4ODk@._V1_UY268_CR3,0,182,268_AL_.jpg",3.23945
4.8,Comedy,A low-level mobster takes a stab at stand-up comedy while in the Witness Protection Program.,A Stand Up Guy,/title/tt4060962/,Mike Young,90 mins.,179,2016,"http://ia.media-imdb.com/images/M/MV5BMjI0NDM1MDg2M15BMl5BanBnXkFtZTgwNjk5MzA3NzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.23775
4,"Comedy,Horror","Five horror icons ditch an unprofitable autograph signing convention to earn some extra cash haunting an RV park, but find themselves being haunted instead.",Smothered,/title/tt3040224/,John Schneider,96 mins.,124,2016,"http://ia.media-imdb.com/images/M/MV5BMTU2MDA1OTg4Nl5BMl5BanBnXkFtZTgwNTY4Nzk1ODE@._V1_UY268_CR5,0,182,268_AL_.jpg",3.2346
6.4,"Drama,Romance",Travis and Gabby first meet as neighbors in a small coastal town and wind up in a relationship that is tested by life's most defining events.,The Choice,/title/tt3797868/,Ross Katz,111 mins.,"4,748",2016,"http://ia.media-imdb.com/images/M/MV5BMTYzMDA2ODcxMV5BMl5BanBnXkFtZTgwODMzOTMzNzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.23265
4.6,"Drama,Fantasy,Sci-Fi,Thriller","A creative teenage girl is placed into a mind-altering procedure to civilise her, while news of a virus epidemic spreads throughout the world.",Aimy in a Cage,/title/tt3550078/,Hooroo Jackson,79 mins.,170,2016,"http://ia.media-imdb.com/images/M/MV5BMTY2MTU5ODQ2Ml5BMl5BanBnXkFtZTgwMjc1NDQ0NzE@._V1_UY268_CR0,0,182,268_AL_.jpg",3.22965
6.1,,"Two resentful, singer brothers take a journey with their dead father's old car in order to carry out his bequest which is to sing at a wedding in Urla.",Kardesim Benim,/title/tt4788722/,Mert Baykal,,924,2016,"http://ia.media-imdb.com/images/M/MV5BMjM1MTMzOTg1Nl5BMl5BanBnXkFtZTgwMTY4NTkyNzE@._V1_UY268_CR3,0,182,268_AL_.jpg",3.22555
4.1,"Comedy,Horror","After his father lands in a coma under mysterious circumstances, Murali and his fiance return to their ancestral palace where they uncover his family's dark past.",Aranmanai 2,/title/tt5389922/,Sundar C.,136 mins.,141,2016,"http://ia.media-imdb.com/images/M/MV5BOTJjYmJjODYtMWVkMC00NTk0LWIxMjktZjkzOWI5YjFhMWZmXkEyXkFqcGdeQXVyMzc1MDM1ODA@._V1_UX182_CR0,0,182,268_AL_.jpg",3.2224
3.9,"Action,Adventure,Sci-Fi,Thriller",Sector 70 is a noir-ish dystopian future where prosperity belongs to the few - and those determined to take it...,Vanquisher,/title/tt1161457/,Dean Gold,90 mins.,134,2016,"http://ia.media-imdb.com/images/M/MV5BMTM4MzUxNDc2OF5BMl5BanBnXkFtZTcwMzE3NjM4NA@@._V1_UY268_CR109,0,182,268_AL_.jpg",3.21785
4.6,Thriller,A pair of nymphomaniacs compete in seducing couples to sleep with them.,Love Games,/title/tt5518128/,Vikram Bhatt,114 mins.,188,2016,"http://ia.media-imdb.com/images/M/MV5BOGE0Nzg5ZjYtMDBlNi00NjQ4LTk5ZmQtMDY5NjRhYzgyNGU0XkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_UY268_CR2,0,182,268_AL_.jpg",3.2156
6.4,"Action,Crime,Drama,Thriller",A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,Triple 9,/title/tt1712261/,John Hillcoat,115 mins.,"12,087",2016,"http://ia.media-imdb.com/images/M/MV5BMTU0NDcxMzczMV5BMl5BanBnXkFtZTgwODkxNTUwODE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.21435
6,"Action,Adventure,Fantasy",The Monkey King: The Legend Begins is the re imagined version by Hollywood of the release The Monkey King: Havoc in Heavens Palace. The Origin and Birth Place of The Monkey King Story.,The Monkey King the Legend Begins,/title/tt4591310/,Pou-Soi Cheang,119 mins.,852,2016,"http://ia.media-imdb.com/images/M/MV5BOTZhMjkzZWItYjVmZS00NDk5LTljZjYtMWM4ZDFlZjk4MDYzXkEyXkFqcGdeQXVyNjA4NjU3Mzg@._V1_UY268_CR221,0,182,268_AL_.jpg",3.20935
5.8,"Action,Comedy,Romance",A jobless youth and his best friend try to earn some cash in Madurai while trying to solve the dispute that plagues his family.,Rajini Murugan,/title/tt5332502/,Ponram,149 mins.,609,2016,"http://ia.media-imdb.com/images/M/MV5BOWExNDQxY2ItMmVhZC00OWEzLWFhYjQtNjVjNTBhMzRmZmUyXkEyXkFqcGdeQXVyNjMyNDUxOTQ@._V1_UY268_CR110,0,182,268_AL_.jpg",3.2031
6,Thriller,"When a college student unfriends a mysterious girl online, she finds herself fighting a demonic presence that wants to make her lonely by killing her closest friends.",Friend Request,/title/tt3352390/,Simon Verhoeven,92 mins.,957,2016,"http://ia.media-imdb.com/images/M/MV5BMTY4ODgyODkwMF5BMl5BanBnXkFtZTgwNzM0NDQxNzE@._V1_UY268_CR3,0,182,268_AL_.jpg",3.1981
6.1,Comedy,"As their surrounding community has taken a turn for the worse, the crew at Calvin's Barbershop come together to bring some much needed change to their neighborhood.",Barbershop: The Next Cut,/title/tt3628584/,Malcolm D. Lee,112 mins.,"1,353",2016,"http://ia.media-imdb.com/images/M/MV5BMzUxMzM5MjIxNF5BMl5BanBnXkFtZTgwMDk1NzMzNzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.19355
6,"Comedy,Horror,Thriller","When an American home improvement TV show visits a remote Eastern European village, the young crew thinks...",They're Watching,/title/tt3096858/,Jay Lender,95 mins.,"1,026",2016,"http://ia.media-imdb.com/images/M/MV5BMTQ4MzI1NzkyMl5BMl5BanBnXkFtZTgwMzA1MTE0ODE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.19135
3.3,"Comedy,Horror","Dead Rush is the end of the world as we know it, as seen through the eyes of one man - David (David Michael Moote), as he takes us through his journey: before, during and after the zombie apocalypse.",Dead Rush,/title/tt4899510/,Zachary Ramelan,78 mins.,132,2016,"http://ia.media-imdb.com/images/M/MV5BYzQ0YWJhNTktY2I4NC00ZTg0LTgyOTYtZTgyZGI2MDI3YmRiXkEyXkFqcGdeQXVyMjQ5Mzk5Nzk@._V1_UY268_CR3,0,182,268_AL_.jpg",3.1851
6.3,"Comedy,Romance",A Portokalos family secret brings the beloved characters back together for an even bigger and Greeker wedding.,My Big Fat Greek Wedding 2,/title/tt3760922/,Kirk Jones,94 mins.,"5,966",2016,"http://ia.media-imdb.com/images/M/MV5BNTA1MjMzNDM2M15BMl5BanBnXkFtZTgwNTg3NzQ1NzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.18415
5.1,"Crime,Thriller","When Grady, an assassin with a genetic disorder that renders him unable to feel pain, is sent on a high-stakes assignment...",The Midnight Man,/title/tt3685586/,D.C. Hamilton,105 mins.,324,2016,"http://ia.media-imdb.com/images/M/MV5BMTc1MTUwMDE5Ml5BMl5BanBnXkFtZTgwNjU5MzA1NzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.1827
5.1,"Action,Comedy","As former cop Garza seeks revenge on Santos, the crime lord who framed him, he forms an unlikely team with a young hacker who successfully stole $10 million from Santos.",Compadres,/title/tt3367294/,Enrique Begne,101 mins.,327,2016,"http://ia.media-imdb.com/images/M/MV5BMjMwNDkzOTU5N15BMl5BanBnXkFtZTgwMjA3MjgyODE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.1813
3.2,"Action,Crime,Thriller",Two worlds collide when a wealthy financier returns home to find his country house has been occupied by squatters.,The Contract,/title/tt3203364/,Nic Auerbach,100 mins.,133,2016,"http://ia.media-imdb.com/images/M/MV5BMjE0Nzk1NjgzMV5BMl5BanBnXkFtZTgwMDQxMzYyNzE@._V1_UY268_CR9,0,182,268_AL_.jpg",3.17785
6.3,"Comedy,Romance","There's a right way to be single, a wrong way to be single, and then...there's Alice. And Robin. Lucy...",How to Be Single,/title/tt1292566/,Christian Ditter,110 mins.,"11,198",2016,"http://ia.media-imdb.com/images/M/MV5BNzI4MDMwMzUwNF5BMl5BanBnXkFtZTgwMDgyNzkyNzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.1695
5.8,Comedy,A brand-new comedy from the makers of the Güldür Güldür Show - Adventures await the Çirci family of...,Dedemin Fisi,/title/tt5191238/,Meltem Bozoflu,,812,2016,"http://ia.media-imdb.com/images/M/MV5BODQ2MTk4NzQxN15BMl5BanBnXkFtZTgwNTU3NTU1NzE@._V1_UY268_CR3,0,182,268_AL_.jpg",3.16915
4.3,"Action,Biography,Crime,Drama,Family,Fantasy",A pastor and professional wrestler accepts a position at a struggling church where he helps the community both in his official capacity and as his alter ego The Saint.,The Masked Saint,/title/tt3103166/,Warren P. Sonoda,111 mins.,215,2016,"http://ia.media-imdb.com/images/M/MV5BMjI0NzU4MjkxNl5BMl5BanBnXkFtZTgwMTYxMTA1NzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.1687
3.1,"Biography,Drama,Fantasy,History",Follows Moses leading and conducting the Hebrew people from the slavery of Egypt to the freedom towards...,"Os Dez Mandamentos, O Filme",/title/tt5431016/,Alexandre Avancini,120 mins.,138,2016,"http://ia.media-imdb.com/images/M/MV5BOWQwYzRiNDctOGVhMy00YmQ4LThjOGQtZmJiMmU0ZDY4ZjA1XkEyXkFqcGdeQXVyMjMwNTQxNjE@._V1_UY268_CR0,0,182,268_AL_.jpg",3.16485
4,"Crime,Horror,Mystery,Thriller","""Seeking inspiration for his latest horror novel Blake Blackman, a writer from New York, retreats to a remote cabin in the Appalachian Mountains...",Hollow Creek,/title/tt2545538/,Guisela Moro,116 mins.,193,2016,"http://ia.media-imdb.com/images/M/MV5BMTkyNzQ3NDc5Ml5BMl5BanBnXkFtZTgwNjQ2MDk4MDE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.1632
4.1,Crime,"Simon Cotton as Ronnie Kray and Kevin Leslie as Reggie Kray, picks up the story of the infamous Firm...",The Fall of the Krays,/title/tt4061908/,Zackary Adler,116 mins.,204,2016,"http://ia.media-imdb.com/images/M/MV5BMjE1MTQ1MzEyOF5BMl5BanBnXkFtZTgwODcyNjA2NzE@._V1_UY268_CR9,0,182,268_AL_.jpg",3.16105
5.2,Action,"When a madman kidnaps a young boy and rigs him with explosives, Ray defies his captain and takes matter into his own hands. Now he must beat the clock and save the innocent child.",Countdown,/title/tt4872162/,John Stockwell,90 mins.,411,2016,"http://ia.media-imdb.com/images/M/MV5BMTg4MTUxMjU5OF5BMl5BanBnXkFtZTgwNTAyMDA5NzE@._V1_UY268_CR3,0,182,268_AL_.jpg",3.15825
5.1,Thriller,"A professional contract killer, haunted by visions of his violent past, spirals out of control. His work compromised as he reaches breaking point, he is forced to defend his family from his ruthless employers.",Breakdown,/title/tt3381610/,Jonnie Malachi,110 mins.,380,2016,"http://ia.media-imdb.com/images/M/MV5BMTU5NzAwMjc1Ml5BMl5BanBnXkFtZTgwNDE2ODg0NzE@._V1_UX182_CR0,0,182,268_AL_.jpg",3.15705
4.7,Comedy,"Knight Godefroy de Montmirail and squire Jacquouille are stranded in 1793. Using trickery to break free from their shackles, both perilously partake in the Montmirail family's run away in the quest for an exiting time-shift.",The Visitors: Bastille Day,/title/tt2441982/,Jean-Marie Poiré,110 mins.,289,2016,"http://ia.media-imdb.com/images/M/MV5BMzJmNDA4MDQtNjUzYi00YzBjLTgzNjEtM2EzYjZhZTBkYzg3XkEyXkFqcGdeQXVyMTY5MDE5NA@@._V1_UY268_CR7,0,182,268_AL_.jpg",3.15505
